ARNTL	ATF1	ATF2	ATF4	ATF6	BACH1	CDX2	CEBPA	CEBPB	CEBPD	CREB1	CTCF	E2F1	E2F2	E2F3	E2F4	EGR1	ELK1	EPAS1	ERG	ETS1	ETS2	ETV4	FLI1	FOS	FOSL2	FOXA1	FOXA2	FOXM1	FOXO1	FOXO3	FOXO4	FOXP1	GATA2	HIF1A	HNF1A	HNF4A	HSF1	IRF1	IRF9	JUN	JUND	KLF4	KMT2A	LEF1	MITF	MYB	MYC	NFATC2	NFE2L2	NFIC	NFKB1	NFKB2	NFYA	NR2F2	NR3C1	POU2F1	POU2F2	PPARA	PPARG	RARA	REL	RELA	RELB	REST	RFX5	RUNX1	RUNX3	RXRA	SMAD3	SMAD4	SOX9	SP1	SP3	SPI1	SREBF1	SREBF2	SRF	STAT1	STAT2	STAT3	STAT4	STAT5A	STAT5B	STAT6	TCF3	TCF7L2	TFDP1	TP53	TWIST1	USF1	USF2	VDR	YY1	ZBTB33	ZEB1	ZNF263
0	0	0	0	0	0	0	0	-0.346611021256697	-0.294179095812595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.289180111446479	0	0.422308023595729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.400517842967001	0	0.307336026621927	0	0	0	0	0	0	0	0.415852784229592	0	0	0	0	0	0	0	0.32942819187068	0	0	0	0	0	0	0	0.288944067406497	0	0.291985891960186	0	0	0	0	0	0.340616916349025	0	0	0	0
0	0	0	0	0	0	0	0	0	0	-0.316946303183821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.400976160637564	0	0	0	0	-0.298958131640628	0	0	0	0	0	0	0	0	0	0	0	0	-0.292395843709276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	-0.472827906797212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247852922174469	0	0	0	0	0	0	0	-0.273143353727693	0	0	0	-0.693819884914073	0	0	-0.307299410579257	0	-0.301528606216718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.283476632750839	0	0	0	0	0	0	0	0	0	0	0	-0.412857046991075	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.281321226690435	0	0	0	0	0	0	0	0	0.235232793570057	0	0.237508343276159	0.237001043901265	0	0	0.292444760862233	0	0	0	0	0	0	0	0	0	0	0.339906444165864	0	0	0	0.231854360791777	0	0	0	0	0	0	0	0	0	0	0	0	0	0.243928877086528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.310590707216624	0	0	0	0.245361367637454	0	0.289398432086937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	-0.304260657533816	0	0	0	0	0.276924884815552	0	0	0	0	0	0	0	0	0	0	-0.262283867773098	0	0.253708068614157	0	0	0	0	0	0	0	0	0	0.340083920163037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276053253135959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26761486784795	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.327257074389727	0	0	0	0	0	-0.317646784689003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25379690553654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.436873005945867	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30878398336371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282232878400764	0	0	0	0	0	0.387847804643906	0	0	0	0	0	0	0.386219265584589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.338698246444129	0.249194142083061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.298930841677254	0	0.467894804236697	0	-0.440867145284656	-0.386450775898198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.503224143974279	0	0	0	0	0.320944720866964	0	0	0	0.493337791810155	0.642076732421735	0.263275572585867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.541764765458613	0.423432629614355	0.340261490807176	0	0	0	0	0	0	0	0.636247188056467	0	0.355709445025569	0	0	0	0	0	0.35888558936225	0	0	0	0	0	0	0	0	0	0	0	0	-0.388839445587859	0	0	0.30097963364048	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.306214387997311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296605416998306	0	0	0	0	0	0	0	0	0	0.375223009860467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	-0.357281077914918	-0.321565802417605	0.354443863796562	0.279359910974334	0	0	0	0	0	0	0	0	0	0.266917907091855	0	0	0	0	0	0	0	0	0	0	0	-0.303635475683958	0	0	0.35529452407747	0	-0.321023668145677	0	0	0	0	0	-0.296207935761766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.50785346890388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224305833600178	0	0	0	0	0	0	0	0	0.380021520398914	0	0	0	0	0	0	0
0	0	0	0	-0.394740223837432	-0.24037763414265	0	0	-0.434398616812008	-0.366149742930706	0	0.239502939187902	0	0	0	0.238418242702263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.306694604364083	0.293211057018451	0	-0.478337688242752	0	0.443809749429423	0	0	0	0	0	0.299566958172748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.402638556376287	0	0	0	0	0	0	0	0	0	0.54023460012772	0	0	0	0	0	0	0	0.4701856166072	0	-0.341664175943817	0	0	0	0	0	0	0	0	0	0	0	0	0	0.477922568781829	0	0	0	0
0	0	0	0	0	0	0	0	-0.407095493673024	-0.365540685935071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.294993122111955	0.261198722448087	0.433249238710602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.402001022870994	0	0	0	0	0	0	0	0	0	0.299566958172748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.311537119212823	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.300142328129232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.311972171066713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.317090354357271	0	0	0	0	0	0.302188732365274	0	0	0	0	0	0	0.577896444347569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	-0.390789109253386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.452597753868416	0	0	0	-0.523336818548505	-0.400976160637564	0	0	0	0	0	0	0	0	0	0	0	0	-0.331073489937209	0	0	0	0	-0.267439847871295	0	0	0	0	0	0	0	-0.383232176198897	0	0	0	0	0	0	0	0	-0.416637224351517	0	0	0	-0.377513081696436	0	-0.369416615177361	0	0	0	0	0	0	0	0	0	0	0	0.33375381204565	0	0	0	0
0	0	0	-0.29466725135925	0	0	0	0	0	-0.29876575825224	0	0	0	0	0	0	0	0	0	-0.302752346046945	0	0	0	-0.299426623595485	0	0	0	0	0	0	0	0	0	0	-0.570304128007715	0	0	0	-0.452338743665832	-0.279733691640497	0	0	0	0	0	0	0	0	0	0	0	0	-0.328705632766117	0	0	0	0	-0.27420622365259	0	0	0	0	0	0	0	-0.429256394451961	-0.251068601191876	0	0	0	0	0	0	0	-0.51628920014336	0	0	0	-0.328887160867002	0	-0.303589391531219	0	0	0	0	0	0	0	0	0	0	0	0.490366500241173	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258725860946235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.332134030823292	0	0	0	0	0	0	0	0	0	-0.252828550363737	0	0	0	0	0	0	0	-0.466506574106377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37713441706426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.299370620237169	0	0	0	0	0	0	0
0	0	0	0.482640910150768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282800968215189	0	0	0	0.301294426953647	0	0	0	0	0	0	0	0	0	0	0	0	0	0.290309177407042	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251653026418252	0	0	0	0	0	0	0	0.350483508274818	0	0	0	0	0	0.253170800808755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.24404816620318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.290613358079096	0	-0.269827760468862	0	0	0	0	-0.260414835301686	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.227843104127357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367630763518955	0	0	0	0	0	0	0	0	0.23410202260782	0	0.277799047901973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.302417800756012	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.328055936511758	0	0	0	0	0	0.397360169401621	0	0	0.229748411738869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367245874234746	0	0	0	0	0.263275572585867	0.454678215556257	0	0	0	0	0	0	0	0.433480675437382	0	0	0	0	0.360202062463049	0	0	0	0.40951025099234	0	0	0.351642733004217	0.36840183294935	0.759153066188474	0.324142479123568	0	0	0	0	0.255325922449631	0	0.356022245226171	0	0	0	0	0.623700173335029	0.402213408050425	0	0	0.270591033026113	0	0.213818738335815	0	0	0	0	0	0	0	0	0	0.312025442739658	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284586207660881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288792761486055	0	0	0	0	0	0	0	0	0.308622773054147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.434872348633553	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.305096707618789	0	0	0	0	0	0	0.328741345976708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.456151426514449	0.606456948493101	0	0	0	0	0	0.253842542754284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.541458263785926	0.310562706809125	0.324142479123568	0	0	0	0	0	0	0	0.504896540276687	0	0	0	0	0	0	0	0.309752964416738	0	0	0	0	0	0	0	0	0	0.37169821105462	0	0	0	0	0	0.330116478805257	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.399183169309819	0	0	0	-0.279269111246797	0	0	0	0	0	0	0	0	0	0	-0.314854103570479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.353976544783839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.293367233608868	0
0	0	0	0	-0.295809320986021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321783187341151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.320275506247514	0.274750529065857	0	0	0	0	0	0	0	0	0	0	0.33375381204565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.267240537311164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.284130551170373	0	0	0	0	-0.236709215388933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.232675609160629	-0.275131096300109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.416736387502409	0	0	0	0	0	0	0	0	0	-0.434152097072249	0	0	0	0	0	0	0	-0.278187907059229	0	0.395270477785189	0	0	0	0	0	0	0	0	0.315629423324514	0.295830712033776	0	0	0	0	0	0	0	0	0	0	0	0	0.2512982534824	0	0	0	0	0	0	0	0	0.298784881262262	0.616275158871511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.367683874853992	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.358322937299336	0	0	-0.302585207828063	0.257633529280636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.392539656747232	0	0	0.368981267537518	-0.378143873907807	-0.556504014866014	0	0	0	0	0	-0.305607554999964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.404135954362874	0	-0.278187907059229	0	0	0	0	0	0	0	-0.688187941498041	0	0	0	0	0	0	0	-0.313121121229374	0	0	0	0	0	0	0	-0.287266931117172	0	0	0	0	0.250164295189031	0	0	-0.424185929438231	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-0.285050118924532	0	0	0	0	0.236368225203927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228026265517551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.317115518528821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294749354085827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
