ARNTL	ATF1	ATF2	ATF4	ATF6	BACH1	CDX2	CEBPA	CEBPB	CEBPD	CREB1	CTCF	E2F1	E2F2	E2F3	E2F4	EGR1	ELK1	EPAS1	ERG	ETS1	ETS2	ETV4	FLI1	FOS	FOSL2	FOXA1	FOXA2	FOXM1	FOXO1	FOXO3	FOXO4	FOXP1	GATA2	HIF1A	HNF1A	HNF4A	HSF1	IRF1	IRF9	JUN	JUND	KLF4	KMT2A	LEF1	MITF	MYB	MYC	NFATC2	NFE2L2	NFIC	NFKB1	NFKB2	NFYA	NR2F2	NR3C1	POU2F1	POU2F2	PPARA	PPARG	RARA	REL	RELA	RELB	REST	RFX5	RUNX1	RUNX3	RXRA	SMAD3	SMAD4	SOX9	SP1	SP3	SPI1	SREBF1	SREBF2	SRF	STAT1	STAT2	STAT3	STAT4	STAT5A	STAT5B	STAT6	TCF3	TCF7L2	TFDP1	TP53	TWIST1	USF1	USF2	VDR	YY1	ZBTB33	ZEB1	ZNF263
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.265514017218627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.572768592019586	0	0	-0.370855787067495	0	0	0	0	0	0	0	0	0	0	-0.280820541277981	0	0	0	-0.263161233432799	-0.242138811802308	0	0	0	0	-0.613987749746707	0	0	0	0	0	0	0	-0.496234493624886	0	0	0	0	-0.344509065556755	0	0	0	0	0	0	-0.289820536910063	-0.631544587580709	-0.427361510914985	-0.309000484063814	0	0	0	0	0	0	-0.476177293465448	0	0	0	-0.260102111136257	-0.320818200028467	-0.311397616299006	-0.289126259894123	-0.303086893145794	0	0	0	0	0	0	0	0	0	0	0	0	-0.263014819902606	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	-0.395845707129933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.259667746904642	0	0	0	0	0	0	0	0	0	0	-0.310196760362494	0	0.271589752861293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.318442272279455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.273395049103202	0	0	0	0	0	0	0	-0.335305624342684	0	0	0	0	0	0	0	0	0	0.420069142332911	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.270306299208291	0	0	0	0.272161956972222	0	0	0	0	0.339374583276205	0.51940765837316	0	0	0.380378222095821	0	0	0	0	0	0	0	0	0	0	0.267473888894393	0	0	0	0.27926164045581	0	0	0	0	0.26369271653907	0.318608500799421	0	0	0	0	0	0	0	0.566747888175472	0	0	0	0	0.380578026741054	0	0	0	0.51623217717446	0	0	0.570681540107482	0.348351414835121	0.743268884351676	0.312188383200312	0	0	0	0	0	0	0.395413829588608	0	0	0	0	0.480274490342191	0.465113539206035	0.265530017689232	0	0.363991570865887	0	0.275908226560423	0	0	0	0	0	0	0	0	0	0.491444333209848	0
0	0	0	0	0.319774501597879	0.281616598945517	-0.319404778319464	-0.344509065556755	0.346174935821822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270021837912127	0	-0.283633610374487	0	0	0	0	0	0	0	0.328227154464098	0	-0.429743012036943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.266549412937739	-0.389264542870193	0	0	0	0	0	0	0	0	-0.396732605784181	0	0	0	0	0	0	0	-0.324200370353527	0	0	0	0	0	0	0	0	0	0	0	0	0.411373263989511	0	0	-0.356139392865043	0	0	0	0
0	0	-0.279578750850338	0	0	0	0	0	0	0	0	0	0	0	0	0.234812005424467	0	0	0	0	-0.262137900080257	0	0	-0.469018348092581	0	0	0	0	0	0	0	0	0	0	-0.386235271783138	0	0	0	0	0	0	0	0.248512253482161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.252101392118486	0	0	0	0	0	0	0	0	-0.290568915625088	0	0	0	-0.318524565991103	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431402951092078	0	0	0	0
0	0	0	0	0	0	0	0	0	0	-0.347186608030418	0	0	0	0	0	0	0	0	0	-0.249298076403062	0	0	-0.239972810644364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.283006192914034	0	0	0	-0.275731295714457	0	0	0	-0.397399251118486	0	0	0	0	-0.360107936782494	0	0	0	-0.58459349079418	0	0	-0.32834288262425	0	-0.584304136961329	0	0	0	0	0	0	0	0	0	0	0	0	-0.494783105860507	-0.270578012362094	0	0	-0.26155476999021	0	0	0	0	0	0	0	0	0	0	0	-0.427074648414847	0
0	0	0	0	0	0	0.312514513430441	0.400517842967001	0	0	-0.337722265204652	0	0	0	0	0	0	0	0	0	-0.304260657533816	0	0	-0.422989070705823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23980274298246	0	-0.23903054697002	0	0	0	-0.342799184460357	0	0	0	-0.305101784700045	0	0	0	0	-0.402326903567847	0	0	0	-0.511359423423656	0	0	0	0	-0.295836232624646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.243774590316853	0	0	0	0	0	0	0	0	0	0	0	-0.462842386464838	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.326895950054867	0	0	0	0	0	0	0	0	-0.275120319894435	0	0	0	0	0	0	0	0	-0.431451319664564	0	0	0	0	-0.426154083050182	0	0	0	0	0	0	0	0	0	0	0	0	-0.454937011723506	0	0	0	-0.292881151544805	0	0	0	0	0	0	0	0	0	0	0	-0.278650798256962	0
0	0	0	0	0	0	0	0	0	0	-0.486471776389864	0	0	0	0	0	0	0	0	0	-0.405043955745049	0	0	-0.333274679720158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.242002934727082	0	0	0	0	-0.26907943236276	-0.412392683680633	0	0	0	-0.271029089839122	0	0	0	-0.418005181072505	0	0	0	0	-0.402101421034195	0	0	0	-0.825891625939485	0	0	-0.437618598746143	0	-0.61524239183594	-0.28615648455059	0	0	0	0	-0.239164957222262	0	0	0	0	0	0	-0.624672813318624	-0.31642195573555	0	0	-0.329978477421555	0	0	0	0	0	0	0	0	0	0	0	-0.548114471213231	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.429499621802302	0	0	0	0	0	0	-0.458605350585515	0	0	-0.272689012217879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.689588973066002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.255075260207549	0	0	0	0	-0.522463889831845	0	0	-0.426833040031726	0	0	-0.54152789028822	0	0	0	0	0	0	-0.83168152617114	0	0	0	0	-0.295319340476025	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284287940886787	0	-0.295482580182585	0	0	0	-0.346036433784222	0	0	0	0	-0.274662917262936	0	0	0	-0.573121890331132	0	0	-0.285365808236895	0	-0.516748928666648	0	0	0	0	0	0	0	0	0	0	0	0	-0.438116505378657	-0.256788761490115	0	0	-0.265661704402264	0	0	0	0	0	0	0	0	0	0	0	-0.387314130476189	0
0	0	0	0	0	0	0	0	0	0	-0.326715539699186	0	0	0	0	0	0	0	0	0	0	0	0	-0.249437577788912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.261846187004462	0	0	0	0	0	0	0	0	-0.335861724094165	0	0	0	0	-0.264776710496227	0	0	0	-0.583504131155634	0	0	-0.422034430871874	0	-0.591637043730336	0	0	0	0	0	0	0	0	0	0	0	0	-0.605098925090697	-0.310539393603179	0	0	-0.25479068144749	0	0	0	0	0	0	0	0	0	0	0	-0.391007448894677	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.315201844219392	0	0	0	-0.33180556105695	0	0	0	0	0	0	-0.446685861801237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.34546284292053	0	0	0	0	0	0	0	0	-0.293691719339366	0	0	0	0	0	0	0	0	-0.429013329805447	0	0	-0.363115345283395	0	-0.795160388453752	0	0	0	0	0	-0.323842664221258	0	0	0	0	0	0	-0.68772195228852	-0.337349308072286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.372715110057843	0
0	0	0	0	0	0	0	0	0	0	-0.271933336183281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.323306852758297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.379197768605008	-0.288222007159496	0	0	0	0	0	0	0	-0.366556389023802	0	0	0	0	-0.296300086693313	0	0	0	-0.539898194952456	0	0	-0.335490885523132	0	-0.711279907265493	0	0	0	0	0	0	0	0	0	0	0	0	-0.748132917282397	0	0	0	-0.321882392857994	0	0	0	0	0	0	0	0	0	0	0	-0.366353005090869	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.312085885964672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.378775823819578	0	0	0	0	0	0	0	0	-0.275120319894435	0	0	0	0	0	0	0	0	-0.44439801250406	0	0	0	0	-0.508105652874215	0	0	0	0	0	0	0	0	0	0	0	0	-0.672174644621292	0	0	0	-0.303254302170263	0	0	0	0	0	0	0	0	0	0	0	-0.293367233608868	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.323306852758297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.383445822706301	-0.280665034035855	0	0	0	0	0	0	0	-0.341853072262101	0	0	0	0	0	0	0	0	-0.505059659229983	0	0	-0.436873005945867	0	-0.749590776214984	0	0	0	0	0	-0.369006536682462	0	0	0	0	0	0	-0.834930884730795	-0.347186608030418	0	0	-0.302251201690821	0	0	0	0	0	0	0	0	0	0	0	-0.402101421034195	0
0	0	0	0	0	0	0	0	0	0	-0.281443382509967	0	0	0	0	0	0	0	0	0	-0.359708967855309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.495363002865126	-0.346227852074676	0	0	0	0	0	0	0	-0.412392683680633	0	0	0	0	-0.319757546217544	0	0	0	-0.615553398834689	0	0	-0.419422126410036	0	-0.796055948808538	0	0	0	0	0	-0.275272945270574	0	0	0	0	0	0	-0.751359700630256	-0.280509607897924	0	0	-0.350855372324617	0	-0.295482580182585	0	0	0	0	0	0	0	0	0	-0.397176895592206	0
0	0	0	0	0	0	0	0	0	0	-0.287266931117172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36030759860626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.430230281882571	0	0	-0.285523777312139	0	-0.417107141136493	0	0	0	0	0	0	0	0	0	0	0	0	-0.589716120357461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.292719296330154	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.392978665761708	0	0	0	0	0	0	-0.509549020410028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.643535321188485	0	0	0	0	0	0	0	0	-0.264188216911388	0	0	0	0	0	0	0	0	-0.373337137825491	0	0	-0.265071407562528	0	-0.677011581782349	0	0	-0.375210027191434	0	0	-0.473375285012325	0	0	0	0	0	0	-0.968258419471594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.307129811447316	0	0	0	0	0	0	-0.336418773860386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.47806028582187	-0.269677941168949	0	0	0	0	0	0	0	-0.337162989002785	0	0	0	0	0	0	0	0	-0.57206292179872	0	0	-0.353389096675851	0	-0.721487942649303	0	0	0	0	0	-0.273143353727693	0	0	0	0	0	0	-0.783844158394377	-0.294179095812595	0	0	-0.301917555474577	0	0	0	0	0	0	0	0	0	0	0	-0.38110293334537	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.375418758844886	-0.266401272500795	0	0	-0.278496420953545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.224130946519603	0	0	0	0	0	0	0	0	-0.31905240101457	0	0	-0.295809320986021	0	-0.35944515884683	0	0	0	0	0	0	0	-0.294856936769238	0	0	0	0	0	-0.246246570887211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	-0.340721319654921	0	0.361902155155079	0	0	0	0	0	0	0	0	0	0	0	-0.306621566375315	0	0	0	-0.371061879508926	0	0	0	0	0	0	0	0	0	0	-0.36798349590952	0	0	0	0	0	0	0.339729062737612	0.252902543590281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.527412252623756	0	0	-0.33846945806343	0	-0.262379882119759	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.246522601714357	0	0	0	0	0	0	0	0	0	0	0	0.250898582937011	0	0	-0.419658827449083	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.314680376623183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.285523777312139	0	0.246801170642385	0.251164967830522	0	0	0	0	0	0.290005296471714	0	0	0	0	0	0	0	0	0	0	0	0	0.23980274298246	0	0	0	0	0	0	0	0	0.515657556669557	0.541151996731638	0.307175549398866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.467641118942588	0.24379901152491	0.452722867484053	0	0	0	0	0	0	0	0.522901214253204	0	0	0	0	0	0	0	0.305575230148804	0	0	0	0	0	0	0	0.393607515976519	0	0	0	0	0	0	0	0.255596450549403	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268131909301125	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.274317542087394	0	-0.322237913342359	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.434892156156505	0	0	0	0	0	0	0	0	0	0	0	0	-0.343401100575752	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.635229089093081	0	-0.289340090889186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.297941667084382	-0.298930841677254	0.27926164045581	0.521733259833301	0	0	-0.304933377129111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253573657390225	0.306374379258145	0.3306336424764	0	0	0	0.323973389384382	0.454433240152945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256545301027388	0	0	0	0	0	0	0	0.347624355292453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32144754051586	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.35495792506015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.283502072655288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.35072525354508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258725860946235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.286231900321603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304141830551444	0	-0.332172217592036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.295319340476025	0	0	0	0	0	0	0	0	0	0.261889368029451	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.389917113166595	0	0	0	0
0	0	0.238908223165488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222203879462082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.315375858079264	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.31002558397274	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.575959457185898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.382592026370137	0	0	0	-0.293691719339366	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.357200411558674	0.295057930030481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.349692431056387	0	0	0	0	0	0	0	0	0	-0.474197843042637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.539573059320946	0	0	0	0	0	0	0	0	0	-0.348533545216709	0	-0.410772148696982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.303421801607911	0	0	0.358144019482358	0	0	0	0	0	0	0
0	0	0	0	0.336552279945786	0	0	0	0.332363419706675	0.268038208445207	0	-0.339157033361179	0	-0.318700413649688	0	0	0	0	0	0	0	0	0	0	0	0	-0.317121278587957	0	0	0	0	0	0	0	0	0	-0.663728534709574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.480006378047948	0	-0.366149742930706	0	0	0	0	0	0	0	-0.529307591801225	0	0	0	0	0	0	0	-0.430474161856049	0	0	0	0	0	0	0	-0.352802680136428	0	-0.401650886867	0	0	0	0	0	-0.347186608030418	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.275569225345987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.268414572087747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308461644445536	0	0	0	0	0	0	0	0	0.391952304808554	0.412558297348394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.402001022870994	0	0.402001022870994	0	0	0	0	0	0	0	0.515370560665804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	-0.2546484993477	-0.319757546217544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.369416615177361	0	0	-0.324379373220412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385610498294249	0.471720516145925	0	0	0	0	0	0	0	0	0	0	0.353115897284825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.360513229778403	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307015153322349	0	0	0	0	0	0	0	0	0	0.319440929064988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36513663609302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308945275436198	0.46360503274268	0	0	0.497975046434023	0	0	0	0	0	0	0	0	0	0	0.274317542087394	0	0	0	0.309752964416738	0	0	0	0	0	0.29753761120074	0	0	0	0.262720302704504	0	0	0	0.467894804236697	0	0	0	0	0.374633054277262	0	0	0	0.407348719583163	0	0	0.372478412315856	0.304141830551444	0.484279714372592	0.262720302704504	0	0	0	0	0	0	0.433757112845842	0	0	0	0	0.320275506247514	0.445958329594186	0.266792938232092	0	0.333579692135076	0	0.266629425078732	0	0	0	0	0	0	0	0	0	0.441436876171045	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.404589664381961	0	0.270876039736666	0	-0.513786493990213	-0.457553562508389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375026246806278	0	0	0	0	0.357948351033025	0	0	-0.286473337620953	0.437437427659552	0.834702971874773	0	0	0	0	0	0.2650874935742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.742663096600354	0.343474036610186	0	0	0	0	0	0	0	0	0.610428990338973	0	0.381178125671605	0	0	0	0	0	0.47044100427829	0	0	0	0	0	0	0	0	0	0.306534451360089	0	0	-0.368910932141638	0	0	0.400940981945224	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.340344933821706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	-0.30894372640615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.356865265736348	0	0	0	-0.370583535140767	0	0	0	0	0	0	0	0.291553447923976	0	-0.269926560600024	0	0	0	-0.506161046443977	0	0	0	0	-0.413016101381359	0	0	0	-0.655538721283321	0	0	-0.401579484623453	0	-0.599181555890875	0	0	0	0	0	0	0	-0.366221826206489	0	0	0	0	-0.369453110322324	-0.566184345796843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.457866271053559	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
